,plotID,Model,ImageName,YYYYMMDD,LAI
208,CLBJ_001,0030,S2B_MSIL2A_20191201_0030_LAI.tif,20191201,1.9472886323928833
209,CLBJ_002,0030,S2B_MSIL2A_20191201_0030_LAI.tif,20191201,1.9532785415649414
210,CLBJ_003,rest,S2B_MSIL2A_20191201_rest_LAI.tif,20191201,3.245418071746826
211,CLBJ_001,rest,S2B_MSIL2A_20191201_rest_LAI.tif,20191201,3.443877696990967
212,CLBJ_002,rest,S2B_MSIL2A_20191201_rest_LAI.tif,20191201,3.3046834468841553
213,CLBJ_003,0300,S2B_MSIL2A_20191201_0300_LAI.tif,20191201,1.12339186668396
214,CLBJ_001,0300,S2B_MSIL2A_20191201_0300_LAI.tif,20191201,1.1871042251586914
215,CLBJ_002,0300,S2B_MSIL2A_20191201_0300_LAI.tif,20191201,1.2465569972991943
216,CLBJ_003,0030,S2B_MSIL2A_20191231_0030_LAI.tif,20191231,2.076571464538574
217,CLBJ_001,0030,S2B_MSIL2A_20191231_0030_LAI.tif,20191231,1.885761022567749
218,CLBJ_002,0030,S2B_MSIL2A_20191231_0030_LAI.tif,20191231,2.1601877212524414
219,CLBJ_003,0300,S2B_MSIL2A_20191231_0300_LAI.tif,20191231,1.1346838474273682
220,CLBJ_001,0300,S2B_MSIL2A_20191231_0300_LAI.tif,20191231,1.195885419845581
221,CLBJ_002,0300,S2B_MSIL2A_20191231_0300_LAI.tif,20191231,1.2178688049316406
222,CLBJ_003,rest,S2B_MSIL2A_20191231_rest_LAI.tif,20191231,3.172048807144165
223,CLBJ_001,rest,S2B_MSIL2A_20191231_rest_LAI.tif,20191231,3.3727047443389893
224,CLBJ_002,rest,S2B_MSIL2A_20191231_rest_LAI.tif,20191231,3.2389767169952393
225,CLBJ_003,0300,S2A_MSIL2A_20200105_0300_LAI.tif,20200105,1.0894912481307983
226,CLBJ_001,0300,S2A_MSIL2A_20200105_0300_LAI.tif,20200105,1.1793149709701538
227,CLBJ_002,0300,S2A_MSIL2A_20200105_0300_LAI.tif,20200105,1.2504308223724365
228,CLBJ_003,0030,S2A_MSIL2A_20200105_0030_LAI.tif,20200105,1.7326582670211792
229,CLBJ_001,0030,S2A_MSIL2A_20200105_0030_LAI.tif,20200105,1.8737003803253174
230,CLBJ_002,0030,S2A_MSIL2A_20200105_0030_LAI.tif,20200105,1.7552227973937988
231,CLBJ_003,rest,S2A_MSIL2A_20200105_rest_LAI.tif,20200105,3.2193148136138916
